variant_id	variant_name	copy_number
00006	Bifidobacterium_longum_1001283B150225_161107_D10_@rrn01	1
00006	Enterococcus_faecium_1001713B170214_170313_A5_@rrn02	1
00006	Streptococcus_lutetiensis_D52t1_170925_A12_@rrn00	1
00006	Streptococcus_pasteurianus_1001285H_161024_G5_@rrn00	1
00006	Clostridium_butyricum_D33t1_170424_B3_@rrn00	1
00007	Stenotrophomonas_maltophilia_B418_@rrn00	1
00007	Pasteurella_multocida_2930PM_@rrn01	1
00007	Simplicispira_metamorpha_NBRC_13960_@rrn00	1
00007	Ornithinimicrobium_cerasi_CPCC_203383_@rrn00	1
00007	Tenacibaculum_sp._M341_@rrn00	1
00007	Thalassotalea_litorea_MCCC_1K03283_@rrn00	1
00007	Bifidobacterium_bifidum_1001271st1_H11_@rrn01	1
00007	Enterococcus_faecalis_BSD2780061688st3_G10_@rrn00	1
00007	Roseomonas_oryzae_KCTC_42542_@rrn00	1
00007	Bacteroides_xylanisolvens_BIOML-A17_@rrn00	1
00007	Citrobacter_amalonaticus_BIOML-A3_@rrn01	1
00007	Marinifilum_sp._JC070_@rrn00	1
00007	Macrococcus_hajekii_CCM_4809_@rrn00	1
00007	Haloferax_sulfurifontis_CCM_7217_@rrn00	1
00007	Microbacterium_murale_CCM_7640_@rrn00	1
00007	Staphylococcus_stepanovicii_CCM_7717_@rrn00	1
00007	Flavobacterium_palustre_CGMCC_1.12811_@rrn00	1
00007	Thermocladium_modestius_JCM_10088_@rrn02	1
00007	Planomonospora_parontospora_JCM_3093_@rrn00	1
00007	Streptomyces_narbonensis_JCM_4147_@rrn00	1
00007	Streptomyces_albaduncus_JCM_4715_@rrn00	1
00007	Proteus_mirabilis_PC1_@rrn00	1
00007	Flavonifractor_plautii_1001713B170214_170313_D10_@rrn00	1
00007	Bifidobacterium_longum_D59t2_181005_F6_@rrn01	1
00007	Enterococcus_faecium_1001713B170214_170313_C3_@rrn01	1
00007	Bifidobacterium_longum_D52t1_170925_H5_@rrn01	1
00007	Ruminococcus_gnavus_1001285H_161024_A10_@rrn01	1
00007	Parolsenella_catena_1001095IJ_161003_H9_@rrn01	1
00007	Ruminococcus_sp._1001095IJ_161003_G2_@rrn00	1
00007	Flavonifractor_plautii_1001283B150304_161114_C5_@rrn01	1
00007	Clostridium_butyricum_D52t1_170925_F3_@rrn00	1
00007	Blautia_obeum_D43t1_170807_D1_@rrn01	1
00007	Turicibacter_sanguinis_1001283B150217_161031_D1_@rrn00	1
00007	Turicibacter_sanguinis_1001283B150210_160208_G10_@rrn00	1
00007	Citrobacter_freundii_1001311H_170123_F2_@rrn00	1
00007	Citrobacter_portucalensis_1001302B_160321_C4_@rrn00	1
00007	Lacticaseibacillus_rhamnosus_1001270B_150601_F12_@rrn01	1
00007	Turicibacter_sanguinis_1001283B150225_161107_B8_@rrn01	1
00007	Streptococcus_mutans_1001270H_150608_B10_@rrn00	1
00007	Enterococcus_faecium_1001283B150217_161031_D11_@rrn00	1
00007	Romboutsia_sp._D33t1_170424_H2_@rrn00	1
00007	Blautia_luti_1001713B170131_170501_E2_@rrn00	1
00007	Clostridium_butyricum_1001287H_170206_H10_@rrn00	1
00007	Streptococcus_anginosus_1001285H_161024_F1_@rrn00	1
00007	Blautia_wexlerae_1001713B170207_170306_G12_@rrn00	1
00007	Erysipelatoclostridium_ramosum_1001217B_150727_B8_@rrn00	1
00007	Citrobacter_koseri_1001285B_161010_B2_@rrn01	1
00007	Turicibacter_sanguinis_1001283B150210_160208_E2_@rrn00	1
00007	Blautia_wexlerae_1001283B150217_161031_C5_@rrn00	1
00007	Enterococcus_faecalis_1001287H_170206_G12_@rrn01	1
00007	Enterococcus_casseliflavus_J1100102_180507_H5_@rrn00	1
00007	Streptococcus_salivarius_D40t1_170626_C11_@rrn00	1
00007	Collinsella_aerofaciens_D40t1_170626_B5_@rrn00	1
00007	Bifidobacterium_longum_D53t1_180928_E2_@rrn01	1
00007	Faecalibacillus_faecis_D53t1_180928_G9_@rrn00	1
00007	Enterococcus_faecium_1001285B_161010_G4_@rrn01	1
00007	Bifidobacterium_longum_J1101437_171009_B2_@rrn00	1
00007	Streptococcus_anginosus_1001270H_150608_C6_@rrn00	1
00008	Lactococcus_lactis_cremoris_A17_@rrn02	1
00009	Lactococcus_lactis_cremoris_A17_@rrn03	1
00010	Citrobacter_amalonaticus_3e8A_@rrn01	1
00011	Pectobacterium_peruviense_UGC32_@rrn00	1
00012	Rothia_dentocariosa_316_RDEN_@rrn01	2
00012	Rothia_dentocariosa_1C11_@rrn00	1
00013	Halanaeroarchaeum_sulfurireducens_M27-SA2_@rrn00	1
00014	Pseudoalteromonas_lipolytica_UCD-48B_@rrn00	1
00015	Lelliottia_amnigena_ZB04_@rrn01	1
00016	Caldivirga_sp._MU80_@rrn00	1
00017	Rhodohalobacter_halophilus_JZ3C29_@rrn00	1
00018	Achromobacter_sp._KAs_3-5_@rrn00	1
00019	Klebsiella_pneumoniae_C13-E9-15_@rrn00	1
00020	Salmonella_enterica_serovar_Heidelberg_SF10_@rrn00	1
00021	Lactococcus_lactis_OG2_@rrn01	1
00022	Rothia_dentocariosa_OG2-1_@rrn00	1
00022	Lactobacillus_kefiri_Olga_@rrn00	1
00023	Lactobacillus_parakefiri_KR_@rrn00	1
00024	Clostridioides_difficile_5495-AF/ST41_@rrn00	1
00025	Clostridioides_difficile_7482-DH/ST42_@rrn00	1
00026	Pseudomonas_viridiflava_ICMP_8820_@rrn00	1
00027	Pseudomonas_amygdali_pv._morsprunorum_NZIPFR-PS6_@rrn00	1
00028	Pseudomonas_syringae_pv._syringae_NZIPFR-IHC1_@rrn00	1
00029	Vibrio_parahaemolyticus_VP14_@rrn00	1
00030	Serratia_marcescens_ADJS-2D_White_@rrn00	1
00031	Salinigranum_rubrum_GX10_@rrn02	1
00032	Vibrio_splendidus_1F_55_@rrn00	1
00033	Klebsiella_aerogenes_CRE38_@rrn00	1
00033	Klebsiella_pneumoniae_CRE22_@rrn01	1
00033	Mucilaginibacter_phyllosphaerae_CCM_8625_@rrn01	1
00034	Veillonella_sp._AF36-20BH_@rrn00	1
00035	Oceanobacillus_bengalensis_MCCC_1K00260_@rrn00	1
00036	Pectobacterium_atrosepticum_HAI2-SCRI1043_@rrn00	1
00037	Klebsiella_pneumoniae_106E10_@rrn01	1
00038	Enterococcus_faecalis_OG1RF-SagA_@rrn01	1
00039	Desulfovibrio_sp._DS-1_@rrn01	1
00040	Neisseria_gonorrhoeae_GC-205_@rrn00	1
00041	Salmonella_enterica_12-0523_@rrn01	1
00042	Salinigranum_halophilum_ZS-5_@rrn00	1
00043	Salmonella_enterica_serovar_1,4,5,12:i:-_PNCS014848_@rrn01	1
00044	Vibrio_parahaemolyticus_D2_8_@rrn00	1
00045	Vibrio_parahaemolyticus_C7_5_@rrn00	1
00046	Vibrio_parahaemolyticus_C7_3_@rrn00	1
00047	Salinigranum_halophilum_YJ-53_@rrn00	1
00048	Staphylococcus_epidermidis_DE0403_@rrn01	1
00049	Borreliella_turdi_T1990A_@rrn00	1
00050	Borreliella_turdi_TPT2017_@rrn01	1
00051	Borreliella_turdi_T2084_@rrn00	1
00052	Bacillus_thuringiensis_GA-A07_@rrn03	1
00053	Acidianus_ambivalens_DSM_3772_@rrn01	1
00053	Acidianus_ambivalens_LEI_10_@rrn00	1
00054	Halorhabdus_sp._CBA1104_@rrn01	1
00055	Kocuria_sediminis_JCM_17929_@rrn01	1
00055	Fictibacillus_barbaricus_CCM_4982_@rrn01	1
00055	Streptomyces_mutabilis_JCM_4400_@rrn01	2
00056	Natronomonas_sp._CBA1123_@rrn01	1
00057	Halorhabdus_sp._CUG00001_@rrn00	1
00058	Acinetobacter_baumannii_Ab825_@rrn00	1
00059	Pantoea_sp._Aalb_@rrn00	1
00060	Vibrio_toranzoniae_cmf_13.9_@rrn00	1
00061	Vibrio_toranzoniae_96-373_@rrn00	1
00061	Vibrio_toranzoniae_CECT_7225_@rrn02	1
00062	Muricauda_sp._TY007_@rrn00	1
00063	Desulfovibrio_sp._JC022_@rrn01	1
00064	Devosia_sp._H239_@rrn02	1
00065	Paenibacillus_sp._EKM205P_@rrn00	1
00065	Campylobacter_coli_704216_@rrn04	1
00065	Campylobacter_coli_703313_@rrn01	1
00065	Streptomyces_finlayi_JCM_4637_@rrn01	1
00065	Nocardioides_agariphilus_KCTC_19276_@rrn01	1
00065	Nocardioides_islandensis_KCTC_19275_@rrn01	1
00066	Escherichia_coli_ED1_@rrn00	1
00066	Streptomyces_capoamus_JCM_4253_@rrn01	1
00066	Marinobacter_sp._1-3A_@rrn00	1
00067	Salmonella_enterica_serovar_Adjame_389598_@rrn00	1
00068	Azospirillum_oleiclasticum_ROY-1-1-2_@rrn01	1
00069	Williamsia_phyllosphaerae_CCM_7855_@rrn00	1
00069	Acinetobacter_courvalinii_CCM_8635_@rrn00	1
00069	Rhizobium_anhuiense_CGMCC_1.12621_@rrn00	1
00069	Paenibacillus_silvae_CGMCC_1.12770_@rrn00	1
00069	Paenibacillus_physcomitrellae_CGMCC_1.15044_@rrn00	1
00069	Deinococcus_saudiensis_CGMCC_1.15089_@rrn00	1
00069	Blastomonas_marina_CGMCC_1.15297_@rrn01	1
00069	Deinococcus_wulumuqiensis_CGMCC_1.8884_@rrn00	1
00069	Paenibacillus_hunanensis_CGMCC_1.8907_@rrn00	1
00070	Mucilaginibacter_phyllosphaerae_CCM_8625_@rrn02	1
00071	Staphylococcus_stepanovicii_CCM_7717_@rrn01	1
00072	Agromyces_flavus_CCM_7623_@rrn01	1
00073	Dyadobacter_endophyticus_CGMCC_1.15288_@rrn01	1
00073	Flavobacterium_suaedae_CGMCC_1.15461_@rrn01	1
00073	Pseudoalteromonas_sp._NZS11_1_NGC94_@rrn00	1
00074	Blastomonas_marina_CGMCC_1.15297_@rrn03	1
00075	Calditerricola_satsumensis_JCM_14719_@rrn01	1
00075	Parabacteroides_faecis_JCM_18682_@rrn00	1
00076	Halomicroarcula_pellucida_JCM_17820_@rrn00	1
00076	Streptomyces_fumigatiscleroticus_JCM_3101_@rrn01	1
00077	Halomicroarcula_pellucida_JCM_17820_@rrn02	1
00077	Streptomyces_fumigatiscleroticus_JCM_3101_@rrn00	1
00078	Streptomyces_humiferus_JCM_3037_@rrn00	1
00078	Pseudomonas_laurentiana_JCM_32154_@rrn00	1
00079	Streptomyces_fumigatiscleroticus_JCM_3101_@rrn02	1
00080	Deinococcus_ruber_JCM_31311_@rrn00	1
00081	Deinococcus_seoulensis_JCM_31404_@rrn00	1
00082	Actinomadura_coerulea_JCM_3320_@rrn00	1
00083	Streptomyces_litmocidini_JCM_4394_@rrn00	1
00084	Streptomyces_plicatus_JCM_4504_@rrn01	1
00085	Streptomyces_purpurascens_JCM_4509_@rrn01	1
00086	Streptomyces_geysiriensis_JCM_4962_@rrn01	1
00087	Novosphingobium_pokkalii_KCTC_42224_@rrn00	1
00088	Tolypothrix_sp._FACHB-123_@rrn01	1
00089	Vibrio_alginolyticus_DFP1994_@rrn00	1
00090	Neisseria_gonorrhoeae_SW0032_@rrn01	1
00091	Bacillus_spizizenii_Ba49_@rrn01	1
00092	Klebsiella_pneumoniae_NMI7632_17_@rrn01	1
00092	Pectinatus_frisingensis_MB255_@rrn00	1
00093	Myceligenerans_sp._TRM_65318_@rrn01	1
00094	Virgibacillus_massiliensis_Vm-5_@rrn00	1
00095	Vibrio_sp._A621_@rrn00	1
00096	Klebsiella_pneumoniae_S183-1_@rrn01	1
00097	Nocardia_sp._XZ_19_369_@rrn01	1
00098	Parabacteroides_merdae_D33t1_170424_F9_@rrn00	1
00099	Bacteroides_fragilis_J1101437_171009_F3_@rrn01	1
00100	Lactococcus_lactis_1001287H_170206_A1_@rrn01	1
00101	Romboutsia_sp._1001713B170131_170501_G6_@rrn00	1
00102	Enterococcus_faecium_J1101437_171009_F7_@rrn00	1
00103	Enterococcus_gallinarum_D52t1_170925_E8_@rrn00	1
00104	Escherichia_coli_SC-6_@rrn00	1
00105	Lysinibacillus_sphaericus_G25-112_@rrn00	1
00106	Pseudoalteromonas_sp._SWYJZ12_@rrn00	1
00107	Escherichia_coli_18FS16-2_@rrn00	1
00108	Aureibaculum_sp._A20_@rrn01	1
00109	Paenibacillus_sp._MAHUQ-46_@rrn03	1
00110	Citrobacter_sp._ASV29_@rrn00	1
00110	Paraburkholderia_sp._ASV22_@rrn00	1
00111	Rhizobium_sp._ASV8_@rrn01	1
00112	Anoxybacillus_caldiproteolyticus_1A02591_@rrn01	1
00113	Vibrio_toranzoniae_CECT_7225_@rrn00	1
00114	Clostridioides_difficile_VRECD0164_@rrn01	1
00114	Clostridioides_difficile_VRECD0025_@rrn01	1
00115	Enterococcus_faecalis_4928STDY7387715_@rrn01	1
00116	Absiella_dolichum_JCM_10413_@rrn00	1
00117	Absiella_tortuosum_ATCC_25548_@rrn00	1
00118	Abyssivirga_alkaniphila_L81_@rrn00	1
00118	Vallitalea_guaymasensis_Ra1766G1_@rrn00	1
00119	Acanthopleuribacter_pedis_NBRC_101209_@rrn00	1
00120	Acaricomes_phytoseiuli_CSC_@rrn00	1
00121	Acetanaerobacterium_elongatum_Z7_@rrn00	1
00122	Acetatifactor_muris_CT-m2_@rrn00	1
00123	Acetivibrio_ethanolgignens_77-6_@rrn00	1
00124	Acetoanaerobium_noterae_NOT-3_@rrn00	1
00125	Acetoanaerobium_pronyense_ST07-YE_@rrn00	1
00126	Acetobacter_aceti_LMG_1261_@rrn00	1
00126	Acetobacter_aceti_LMG_1504_@rrn00	1
00126	Acetobacter_aceti_NBRC_14818_JCM_7641_@rrn00	1
00126	Acetobacter_aceti_NCIB_8621_DSM_3508_@rrn00	1
00127	Acetobacter_ascendens_LMD_53.6_@rrn00	1
00127	Acetobacter_pasteurianus_LMG_1262_=_NBRC_106471_DSM_3509_@rrn00	1
00128	Acetobacter_cerevisiae_JCM_17273_@rrn00	1
00128	Acetobacter_malorum_DSM_14337_@rrn00	1
00128	Acetobacter_malorum_JCM_17274_@rrn00	1
00129	Acetobacter_estunensis_NBRC_13751_@rrn00	1
00130	Acetobacter_fabarum_R-36330_@rrn00	1
00131	Acetobacter_farinalis_G360-1_@rrn00	1
00132	Acetobacter_ghanensis_430A_@rrn00	1
00133	Acetobacter_lovaniensis_JCM_17121_@rrn00	1
00133	Acetobacter_lovaniensis_NBRC_13753_@rrn00	1
00134	Acetobacter_musti_Bo7_@rrn00	1
00135	Acetobacter_nitrogenifigens_DSM_23921_=_LMG_23498_RG1_@rrn00	1
00136	Acetobacter_oeni_B13_@rrn00	1
00137	Acetobacter_okinawensis_JCM_25146_1-35_@rrn00	1
00138	Acetobacter_orleanensis_DSM_4492_@rrn00	1
00138	Acetobacter_orleanensis_JCM_7639_@rrn00	1
00139	Acetobacter_papayae_JCM_25143_1-25_@rrn00	1
00139	Acetobacter_peroxydans_JCM_25077_@rrn00	1
00140	Acetobacter_pasteurianus_LMD_22.1_@rrn00	1
00141	Acetobacter_persici_JCM_25330_T-120_@rrn00	1
00142	Acetobacter_pomorum_DSM_11825_@rrn00	1
00142	Acetobacter_pomorum_LMG_18848_@rrn00	1
00142	Acetobacter_pomorum_LTH2458_@rrn00	1
00143	Acetobacter_suratthaniensis_AI32_@rrn00	1
00144	Acetobacter_syzygii_JCM_11197_@rrn00	1
00145	Acetobacter_thailandicus_BCC_15839_@rrn00	1
00146	Acetobacterium_carbinolicum_DSM_2925_@rrn00	1
00146	Acetobacterium_carbinolicum_kysingense_SyrA5_@rrn00	1
00146	Acetobacterium_psammolithicum_CN-E_@rrn00	1
00147	Acetobacterium_fimetarium_DSM_8238_@rrn00	1
00148	Acetobacterium_tundrae_Z_4493_@rrn00	1
00149	Acetohalobium_arabaticum_Z-7288_@rrn00	1
00150	Acetomicrobium_mobile_DSM_13181_NGA_@rrn00	1
00151	Acholeplasma_axanthum_S-743_@rrn00	1
00152	Acholeplasma_brassicae_0502_@rrn00	1
00153	Acholeplasma_cavigenitalium_GP3_@rrn00	1
00154	Acholeplasma_granularum_BTS-39_@rrn00	1
00155	Acholeplasma_hippikon_C1_@rrn00	1
00156	Acholeplasma_laidlawii_NBRC_14400_@rrn00	1
00157	Acholeplasma_laidlawii_PG8_@rrn00	1
00158	Acholeplasma_morum_72-043_@rrn00	1
00159	Acholeplasma_multilocale_PN525_@rrn00	1
00160	Acholeplasma_oculi_19L_@rrn00	1
00161	Acholeplasma_parvum_H23M_@rrn00	1
00162	Acholeplasma_pleciae_NBRC_100476_@rrn00	1
00162	Acholeplasma_pleciae_PS-1_@rrn00	1
00163	Acholeplasma_vituli_FC_097-2_@rrn00	1
00164	Achromobacter_animicus_R-46662_@rrn00	1
00164	Achromobacter_insolitus_CCUG_47057_@rrn00	1
00164	Achromobacter_mucicolens_R-46658_@rrn00	1
00164	Achromobacter_piechaudii_CCUG_724_@rrn00	1
00164	Achromobacter_spanius_CCUG_47062_@rrn00	1
00165	Achromobacter_denitrificans_CCUG_407_@rrn00	1
00165	Achromobacter_xylosoxidans_LMG_1863_@rrn00	1
00165	Achromobacter_xylosoxidans_NBRC_15126_@rrn00	1
00165	Bordetella_tumulicola_T6517-1-4b_@rrn00	1
00166	Achromobacter_marplatensis_CCUG_56371_@rrn00	1
00166	Achromobacter_marplatensis_R-46660_@rrn00	1
00167	Achromobacter_panacis_DCY105_@rrn00	1
00168	Achromobacter_pulmonis_R-16442_@rrn00	1
00169	Acidaminobacter_hydrogenoformans_glu_65_@rrn00	1
00170	Acidaminococcus_fermentans_VR4_@rrn00	1
00171	Acidaminococcus_intestini_ADV_255.99_@rrn00	1
00172	Acidianus_infernus_So4a_@rrn00	1
00173	Acidibacter_ferrireducens_MCF85_@rrn00	1
00174	Acidicaldus_organivorans_Y008_@rrn00	1
00175	Acidicapsa_acidiphila_MCF10_@rrn00	1
00176	Acidicapsa_acidisoli_SK-11_@rrn00	1
00177	Acidicapsa_borealis_KA1_@rrn00	1
00178	Acidicapsa_ferrireducens_MCF9_@rrn00	1
00179	Acidicapsa_ligni_WH120_@rrn00	1
00180	Acidiferrimicrobium_australe_USS-CCA1_@rrn00	1
00181	Acidiferrobacter_thiooxydans_DSM_2392_@rrn00	1
00182	Acidilobus_sulfurireducens_18D70_@rrn00	1
00183	Acidiphilium_acidophilum_MS_Silver_@rrn00	1
00184	Acidiphilium_angustum_KLB_@rrn00	1
00184	Acidiphilium_rubrum_OP_@rrn00	1
00185	Acidiphilium_cryptum_Lhet2_@rrn00	1
00185	Acidiphilium_organovorum_TFC_@rrn00	1
00186	Acidiphilium_multivorum_AIU_301_@rrn00	1
00187	Acidipila_rosea_AP8_@rrn00	1
00188	Acidipropionibacterium_damnosum_IGBL13_@rrn00	1
00189	Acidipropionibacterium_microaerophilum_M_5_@rrn00	1
00190	Acidipropionibacterium_olivae_IGBL1_@rrn00	1
00191	Acidipropionibacterium_thoenii_NCFB_568_@rrn00	1
00192	Acidisoma_sibiricum_TPB606_@rrn00	1
00193	Acidisoma_tundrae_WM1_@rrn00	1
00194	Aciditerrimonas_ferrireducens_JCM_15389_IC-180_@rrn00	1
00195	Acidithiobacillus_caldus_KU_@rrn00	1
00196	Acidithiobacillus_ferridurans_ATCC_33020_@rrn00	1
00197	Acidithiobacillus_ferriphilus_M20_@rrn00	1
00198	Acidithiobacillus_ferrivorans_NO-37_@rrn00	1
00199	Acidocella_aluminiidurans_AL46_@rrn00	1
00199	Acidocella_aluminiidurans_NBRC_104303_@rrn00	1
00200	Acidocella_aminolytica_101_@rrn00	1
00201	Acidocella_aquatica_Ok2G_@rrn00	1
00202	Acidocella_aromatica_PFBC_@rrn00	1
00203	Acidocella_facilis_PW2_@rrn00	1
00204	Acidomonas_methanolica_IMET_10945_@rrn00	1
00205	Acidomonas_methanolica_MB_58_@rrn00	1
00206	Acidomonas_methanolica_NRIC0498_@rrn00	1
00207	Acidothermus_cellulolyticus_11B_@rrn00	1
00208	Acidovorax_avenae_BC523_@rrn00	1
00208	Acidovorax_avenae_CIP_106500_@rrn00	1
00208	Acidovorax_avenae_ICMP_3183_@rrn00	1
00208	Acidovorax_cattleyae_CIP_106435_@rrn00	1
00208	Acidovorax_cattleyae_ICMP_2826_@rrn00	1
00208	Acidovorax_cattleyae_NCPPB_961_@rrn00	1
00208	Acidovorax_citrulli_BC525_@rrn00	1
00208	Acidovorax_oryzae_ATCC_19882_FC-143_@rrn00	1
00209	Acidovorax_citrulli_ATCC_29625_@rrn00	1
00210	Acidovorax_citrulli_ICMP_7500_@rrn00	1
00211	Acidovorax_defluvii_BSB411_@rrn00	1
00212	Acidovorax_delafieldii_133_@rrn00	1
00212	Acidovorax_delafieldii_LMG_5943_@rrn00	1
00213	Acidovorax_facilis_CCUG_2113_@rrn00	1
00214	Acidovorax_facilis_DSM_649_@rrn00	1
00215	Acidovorax_facilis_LMG_2193_@rrn00	1
00215	Limnohabitans_parvus_II-B4_@rrn00	1
00216	Acidovorax_konjaci_ATCC_33996_@rrn00	1
00217	Acidovorax_konjaci_ICMP_7733_@rrn00	1
00218	Acidovorax_lacteus_M36_@rrn00	1
00219	Acidovorax_monticola_K-4-16_@rrn00	1
00220	Acidovorax_soli_BL21_@rrn00	1
00221	Acidovorax_temperans_PHL_@rrn00	1
00222	Acidovorax_wautersii_NF_1078_@rrn00	1
00223	Acinetobacter_antiviralis_KNF2022_@rrn00	1
00223	Acinetobacter_soli_B1_@rrn00	1
00224	Acinetobacter_apis_HYN18_@rrn00	1
00225	Acinetobacter_baumannii_CIP_70.34_@rrn00	1
00225	Acinetobacter_baumannii_DSM_30007_@rrn00	1
00225	Acinetobacter_baumannii_JCM_6841_@rrn00	1
00226	Acinetobacter_baylyi_B2_@rrn00	1
00227	Acinetobacter_beijerinckii_58a_@rrn00	1
00227	Acinetobacter_dispersus_ANC_4105_@rrn00	1
00227	Acinetobacter_parvus_LUH4616_@rrn00	1
00227	Acinetobacter_tandoii_DSM_14970_@rrn00	1
00228	Acinetobacter_bereziniae_ATCC_17924_@rrn00	1
00229	Acinetobacter_boissieri_SAP_284.1_@rrn00	1
00230	Acinetobacter_bouvetii_4B02_@rrn00	1
00231	Acinetobacter_bouvetii_DSM_14964_@rrn00	1
00231	Acinetobacter_gandensis_UG_60467_@rrn00	1
00232	Acinetobacter_brisouii_5YN5-8_@rrn00	1
00233	Acinetobacter_calcoaceticus_ATCC_23055_@rrn00	1
00234	Acinetobacter_calcoaceticus_CIP_81.8_@rrn00	1
00234	Acinetobacter_calcoaceticus_JCM_6842_@rrn00	1
00234	Acinetobacter_calcoaceticus_LMG_1046_@rrn00	1
00234	Acinetobacter_calcoaceticus_NCCB_22016_@rrn00	1
00234	Acinetobacter_nosocomialis_RUH_2376_@rrn00	1
00234	Acinetobacter_pittii_DSM_21653_ATCC_19004_@rrn00	1
00234	Acinetobacter_pittii_DSM_21653_CIP_70.29_@rrn00	1
00234	Acinetobacter_pittii_LMG_1035_@rrn00	1
00234	Acinetobacter_seifertii_LUH_1472_@rrn00	1
00235	Acinetobacter_celticus_ANC_3831_@rrn00	1
00236	Acinetobacter_courvalinii_ANC_3623_@rrn00	1
00236	Acinetobacter_guillouiae_ATCC_11171_@rrn00	1
00236	Acinetobacter_gyllenbergii_RUH_422_@rrn00	1
00236	Acinetobacter_junii_ATCC_17908_@rrn00	1
00236	Acinetobacter_junii_DSM_6964_@rrn00	1
00236	Acinetobacter_junii_Mannheim_2723/59_@rrn00	1
00236	Acinetobacter_modestus_NIPH_236_@rrn00	1
00236	Acinetobacter_vivianii_NIPH_2168_@rrn00	1
00237	Acinetobacter_gerneri_9A01_@rrn00	1
00238	Acinetobacter_gerneri_DSM_14967_@rrn00	1
00239	Acinetobacter_halotolerans_R160_@rrn00	1
00240	Acinetobacter_indicus_1NM-4_@rrn00	1
00241	Acinetobacter_indicus_CIP_110367_A648_@rrn00	1
